State,District,Most AQI Reached,Current AQI,Major Source of Pollution
Meghalaya,East Garo Hills (Area 1),303,59,Vehicle
Meghalaya,East Garo Hills (Area 2),195,90,Construction Dust
Meghalaya,East Garo Hills (Area 3),260,185,Waste Burning
Meghalaya,East Garo Hills (Area 4),237,170,Vehicle
Meghalaya,East Garo Hills (Area 5),288,181,Waste Burning
Meghalaya,East Garo Hills (Area 6),123,82,Road Dust
Meghalaya,East Jaintia Hills,135,65,Crop Burning
Meghalaya,East Jaintia Hills (Area 1),235,110,Industrial Emissions
Meghalaya,East Jaintia Hills (Area 2),141,103,Construction Dust
Meghalaya,East Jaintia Hills (Area 3),101,86,Crop Burning
Meghalaya,East Jaintia Hills (Area 4),266,162,Crop Burning
Meghalaya,East Jaintia Hills (Area 5),177,173,Road Dust
Meghalaya,East Jaintia Hills (Area 6),182,40,Crop Burning
Meghalaya,East Khasi Hills,228,33,Crop Burning
Meghalaya,East Khasi Hills (Area 1),161,133,Construction Dust
Meghalaya,East Khasi Hills (Area 2),172,118,Construction Dust
Meghalaya,East Khasi Hills (Area 3),147,108,Industrial Emissions
Meghalaya,East Khasi Hills (Area 4),226,77,Construction Dust
Meghalaya,East Khasi Hills (Area 5),224,110,Construction Dust
Meghalaya,East Khasi Hills (Area 6),192,153,Crop Burning
Meghalaya,North Garo Hills,233,102,Crop Burning
Meghalaya,North Garo Hills (Area 1),142,138,Construction Dust
Meghalaya,North Garo Hills (Area 2),97,86,Crop Burning
Meghalaya,North Garo Hills (Area 3),312,51,Vehicle
Meghalaya,North Garo Hills (Area 4),202,119,Domestic Fuel
Meghalaya,North Garo Hills (Area 5),229,46,Waste Burning
Meghalaya,North Garo Hills (Area 6),238,180,Vehicle
Meghalaya,Ri Bhoi,246,169,Industrial Emissions
Meghalaya,Ri Bhoi (Area 1),231,74,Domestic Fuel
Meghalaya,Ri Bhoi (Area 2),187,151,Waste Burning
Meghalaya,Ri Bhoi (Area 3),227,173,Domestic Fuel
Meghalaya,Ri Bhoi (Area 4),319,41,Domestic Fuel
Meghalaya,Ri Bhoi (Area 5),319,50,Domestic Fuel
Meghalaya,Ri Bhoi (Area 6),271,79,Domestic Fuel
Meghalaya,South Garo Hills,129,52,Waste Burning
Meghalaya,South Garo Hills (Area 1),257,143,Crop Burning
Meghalaya,South Garo Hills (Area 2),131,61,Domestic Fuel
Meghalaya,South Garo Hills (Area 3),258,178,Road Dust
Meghalaya,South Garo Hills (Area 4),240,72,Waste Burning
Meghalaya,South Garo Hills (Area 5),99,34,Construction Dust
Meghalaya,South Garo Hills (Area 6),274,35,Waste Burning
Meghalaya,South West Garo Hills ,319,50,Waste Burning
Meghalaya,South West Garo Hills  (Area 1),311,64,Construction Dust
Meghalaya,South West Garo Hills  (Area 2),166,40,Vehicle
Meghalaya,South West Garo Hills  (Area 3),187,51,Construction Dust
Meghalaya,South West Garo Hills  (Area 4),312,173,Construction Dust
Meghalaya,South West Garo Hills  (Area 5),248,118,Industrial Emissions
Meghalaya,South West Garo Hills  (Area 6),71,33,Vehicle
Meghalaya,South West Khasi Hills,141,51,Construction Dust
Meghalaya,South West Khasi Hills (Area 1),214,105,Crop Burning
Meghalaya,South West Khasi Hills (Area 2),95,55,Waste Burning
Meghalaya,South West Khasi Hills (Area 3),188,110,Domestic Fuel
Meghalaya,South West Khasi Hills (Area 4),229,60,Waste Burning
Meghalaya,South West Khasi Hills (Area 5),66,36,Road Dust
Meghalaya,South West Khasi Hills (Area 6),156,55,Road Dust
Meghalaya,West Garo Hills,185,148,Waste Burning
Meghalaya,West Garo Hills (Area 1),205,43,Road Dust
Meghalaya,West Garo Hills (Area 2),88,85,Crop Burning
Meghalaya,West Garo Hills (Area 3),114,73,Domestic Fuel
Meghalaya,West Garo Hills (Area 4),117,71,Waste Burning
Meghalaya,West Garo Hills (Area 5),230,46,Construction Dust
Meghalaya,West Garo Hills (Area 6),157,105,Crop Burning
Meghalaya,West Jaintia Hills,266,94,Construction Dust
Meghalaya,West Jaintia Hills (Area 1),233,101,Waste Burning
Meghalaya,West Jaintia Hills (Area 2),216,32,Waste Burning
Meghalaya,West Jaintia Hills (Area 3),217,159,Industrial Emissions
Meghalaya,West Jaintia Hills (Area 4),97,82,Vehicle
Meghalaya,West Jaintia Hills (Area 5),221,138,Crop Burning
Meghalaya,West Jaintia Hills (Area 6),314,51,Construction Dust
Meghalaya,West Khasi Hills,173,92,Waste Burning
Meghalaya,West Khasi Hills (Area 1),242,183,Vehicle
Meghalaya,West Khasi Hills (Area 2),189,165,Road Dust
Meghalaya,West Khasi Hills (Area 3),148,126,Road Dust
Meghalaya,West Khasi Hills (Area 4),160,148,Road Dust
Meghalaya,West Khasi Hills (Area 5),220,170,Construction Dust
Meghalaya,West Khasi Hills (Area 6),310,112,Industrial Emissions
Mizoram,Aizawl,132,35,Crop Burning
Mizoram,Aizawl (Area 1),155,142,Waste Burning
Mizoram,Aizawl (Area 2),220,127,Construction Dust
Mizoram,Aizawl (Area 3),76,68,Construction Dust
Mizoram,Aizawl (Area 4),180,140,Waste Burning
Mizoram,Aizawl (Area 5),222,161,Industrial Emissions
Mizoram,Aizawl (Area 6),274,39,Waste Burning
Mizoram,Champhai,291,107,Vehicle
Mizoram,Champhai (Area 1),215,156,Industrial Emissions
Mizoram,Champhai (Area 2),158,128,Road Dust
Mizoram,Champhai (Area 3),208,152,Domestic Fuel
Mizoram,Champhai (Area 4),217,187,Domestic Fuel
Mizoram,Champhai (Area 5),134,112,Industrial Emissions
Mizoram,Champhai (Area 6),147,147,Domestic Fuel
Mizoram,Kolasib,243,139,Industrial Emissions
Mizoram,Kolasib (Area 1),235,149,Construction Dust
Mizoram,Kolasib (Area 2),179,111,Crop Burning
Mizoram,Kolasib (Area 3),236,39,Domestic Fuel
Mizoram,Kolasib (Area 4),211,163,Crop Burning
Mizoram,Kolasib (Area 5),242,161,Construction Dust
Mizoram,Kolasib (Area 6),238,146,Road Dust
Mizoram,Lawngtlai,181,100,Construction Dust
Mizoram,Lawngtlai (Area 1),309,139,Crop Burning
Mizoram,Lawngtlai (Area 2),286,36,Domestic Fuel
Mizoram,Lawngtlai (Area 3),227,189,Crop Burning
Mizoram,Lawngtlai (Area 4),188,175,Crop Burning
Mizoram,Lawngtlai (Area 5),109,63,Industrial Emissions
Mizoram,Lawngtlai (Area 6),256,161,Vehicle
Mizoram,Lunglei,194,49,Vehicle
Mizoram,Lunglei (Area 1),179,168,Waste Burning
Mizoram,Lunglei (Area 2),220,175,Domestic Fuel
Mizoram,Lunglei (Area 3),225,168,Road Dust
Mizoram,Lunglei (Area 4),155,120,Domestic Fuel
Mizoram,Lunglei (Area 5),285,142,Vehicle
Mizoram,Lunglei (Area 6),152,146,Crop Burning
Mizoram,Mamit,233,187,Construction Dust
Mizoram,Mamit (Area 1),219,145,Industrial Emissions
Mizoram,Mamit (Area 2),238,190,Construction Dust
Mizoram,Mamit (Area 3),221,55,Waste Burning
Mizoram,Mamit (Area 4),287,42,Construction Dust
Mizoram,Mamit (Area 5),141,81,Road Dust
Mizoram,Mamit (Area 6),247,152,Crop Burning
Mizoram,Saiha,105,86,Waste Burning
Mizoram,Saiha (Area 1),298,177,Vehicle
Mizoram,Saiha (Area 2),301,189,Domestic Fuel
Mizoram,Saiha (Area 3),267,117,Road Dust
Mizoram,Saiha (Area 4),214,122,Construction Dust
Mizoram,Saiha (Area 5),284,45,Construction Dust
Mizoram,Saiha (Area 6),260,112,Domestic Fuel
Mizoram,Serchhip,208,133,Vehicle
Mizoram,Serchhip (Area 1),218,178,Industrial Emissions
Mizoram,Serchhip (Area 2),237,162,Crop Burning
Mizoram,Serchhip (Area 3),150,89,Construction Dust
Mizoram,Serchhip (Area 4),151,145,Crop Burning
Mizoram,Serchhip (Area 5),222,159,Domestic Fuel
Mizoram,Serchhip (Area 6),129,94,Vehicle
Nagaland,Dimapur,287,173,Industrial Emissions
Nagaland,Dimapur (Area 1),221,83,Crop Burning
Nagaland,Dimapur (Area 2),146,128,Road Dust
Nagaland,Dimapur (Area 3),207,167,Vehicle
Nagaland,Dimapur (Area 4),195,162,Road Dust
Nagaland,Dimapur (Area 5),146,37,Industrial Emissions
Nagaland,Dimapur (Area 6),192,75,Vehicle
Nagaland,Kiphire,123,37,Waste Burning
Nagaland,Kiphire (Area 1),313,68,Construction Dust
Nagaland,Kiphire (Area 2),81,75,Crop Burning
Nagaland,Kiphire (Area 3),297,110,Domestic Fuel
Nagaland,Kiphire (Area 4),303,167,Construction Dust
Nagaland,Kiphire (Area 5),165,129,Domestic Fuel
Nagaland,Kiphire (Area 6),249,41,Industrial Emissions
Nagaland,Kohima,210,146,Crop Burning
Nagaland,Kohima (Area 1),190,41,Road Dust
Nagaland,Kohima (Area 2),266,109,Domestic Fuel
Nagaland,Kohima (Area 3),259,175,Road Dust
Nagaland,Kohima (Area 4),215,31,Construction Dust
Nagaland,Kohima (Area 5),316,96,Vehicle
Nagaland,Kohima (Area 6),216,35,Crop Burning
Nagaland,Longleng,314,146,Vehicle
Nagaland,Longleng (Area 1),189,136,Construction Dust
Nagaland,Longleng (Area 2),278,135,Road Dust
Nagaland,Longleng (Area 3),89,67,Domestic Fuel
Nagaland,Longleng (Area 4),184,174,Industrial Emissions
Nagaland,Longleng (Area 5),250,45,Crop Burning
Nagaland,Longleng (Area 6),244,147,Domestic Fuel
Nagaland,Mokokchung,312,160,Road Dust
Nagaland,Mokokchung (Area 1),211,162,Vehicle
Nagaland,Mokokchung (Area 2),61,49,Domestic Fuel
Nagaland,Mokokchung (Area 3),308,186,Road Dust
Nagaland,Mokokchung (Area 4),174,153,Road Dust
Nagaland,Mokokchung (Area 5),98,88,Crop Burning
Nagaland,Mokokchung (Area 6),284,116,Construction Dust
Nagaland,Mon,180,155,Domestic Fuel
Nagaland,Mon (Area 1),310,126,Waste Burning
Nagaland,Mon (Area 2),188,164,Waste Burning
Nagaland,Mon (Area 3),189,33,Road Dust
Nagaland,Mon (Area 4),268,138,Industrial Emissions
Nagaland,Mon (Area 5),294,54,Road Dust
Nagaland,Mon (Area 6),256,166,Waste Burning
Nagaland,Peren,192,103,Road Dust
Nagaland,Peren (Area 1),159,81,Road Dust
Nagaland,Peren (Area 2),169,109,Vehicle
Nagaland,Peren (Area 3),227,150,Crop Burning
Nagaland,Peren (Area 4),304,167,Vehicle
Nagaland,Peren (Area 5),315,107,Waste Burning
Nagaland,Peren (Area 6),266,161,Construction Dust
Nagaland,Phek,247,65,Industrial Emissions
Nagaland,Phek (Area 1),161,145,Construction Dust
Nagaland,Phek (Area 2),189,156,Domestic Fuel
Nagaland,Phek (Area 3),290,61,Construction Dust
Nagaland,Phek (Area 4),189,50,Vehicle
Nagaland,Phek (Area 5),148,59,Vehicle
Nagaland,Phek (Area 6),144,110,Vehicle
Nagaland,Tuensang,173,73,Road Dust
Nagaland,Tuensang (Area 1),179,54,Industrial Emissions
Nagaland,Tuensang (Area 2),264,177,Industrial Emissions
Nagaland,Tuensang (Area 3),296,152,Crop Burning
Nagaland,Tuensang (Area 4),283,180,Crop Burning
Nagaland,Tuensang (Area 5),149,59,Industrial Emissions
Nagaland,Tuensang (Area 6),106,50,Crop Burning
Nagaland,Wokha,55,54,Road Dust
Nagaland,Wokha (Area 1),178,46,Construction Dust
Nagaland,Wokha (Area 2),304,181,Road Dust
Nagaland,Wokha (Area 3),180,133,Industrial Emissions
Nagaland,Wokha (Area 4),122,121,Construction Dust
Nagaland,Wokha (Area 5),267,66,Industrial Emissions
Nagaland,Wokha (Area 6),277,90,Crop Burning
Nagaland,Zunheboto,137,114,Road Dust
Nagaland,Zunheboto (Area 1),302,56,Vehicle
Nagaland,Zunheboto (Area 2),228,147,Road Dust
Nagaland,Zunheboto (Area 3),73,60,Construction Dust
Nagaland,Zunheboto (Area 4),240,50,Road Dust
Nagaland,Zunheboto (Area 5),184,109,Road Dust
Nagaland,Zunheboto (Area 6),231,60,Road Dust
Odisha,Angul,319,33,Road Dust
Odisha,Angul (Area 1),272,47,Crop Burning
Odisha,Angul (Area 2),149,75,Road Dust
Odisha,Angul (Area 3),117,105,Vehicle
Odisha,Angul (Area 4),235,167,Industrial Emissions
Odisha,Angul (Area 5),319,81,Construction Dust
Odisha,Angul (Area 6),254,121,Crop Burning
Odisha,Balangir,200,145,Road Dust
Odisha,Balangir (Area 1),219,67,Domestic Fuel
Odisha,Balangir (Area 2),195,78,Waste Burning
Odisha,Balangir (Area 3),100,65,Crop Burning
Odisha,Balangir (Area 4),194,142,Road Dust
Odisha,Balangir (Area 5),211,141,Construction Dust
Odisha,Balangir (Area 6),205,185,Vehicle
Odisha,Balasore,262,179,Domestic Fuel
Odisha,Balasore (Area 1),298,43,Domestic Fuel
Odisha,Balasore (Area 2),240,189,Waste Burning
Odisha,Balasore (Area 3),182,128,Vehicle
Odisha,Balasore (Area 4),186,122,Waste Burning
Odisha,Balasore (Area 5),207,70,Industrial Emissions
Odisha,Balasore (Area 6),135,98,Crop Burning
Odisha,Bargarh,88,58,Road Dust
Odisha,Bargarh (Area 1),173,148,Construction Dust
Odisha,Bargarh (Area 2),190,168,Construction Dust
Odisha,Bargarh (Area 3),295,61,Domestic Fuel
Odisha,Bargarh (Area 4),272,79,Road Dust
Odisha,Bargarh (Area 5),78,35,Waste Burning
Odisha,Bargarh (Area 6),253,43,Crop Burning
Odisha,Bhadrak,166,63,Construction Dust
Odisha,Bhadrak (Area 1),282,133,Waste Burning
Odisha,Bhadrak (Area 2),229,171,Road Dust
Odisha,Bhadrak (Area 3),185,128,Crop Burning
Odisha,Bhadrak (Area 4),249,78,Domestic Fuel
Odisha,Bhadrak (Area 5),235,142,Road Dust
Odisha,Bhadrak (Area 6),255,159,Industrial Emissions
Odisha,Boudh,151,97,Domestic Fuel
Odisha,Boudh (Area 1),174,100,Construction Dust
Odisha,Boudh (Area 2),73,70,Waste Burning
Odisha,Boudh (Area 3),163,69,Crop Burning
Odisha,Boudh (Area 4),293,167,Vehicle
Odisha,Boudh (Area 5),113,88,Domestic Fuel
Odisha,Boudh (Area 6),275,125,Industrial Emissions
Odisha,Cuttack,245,35,Waste Burning
Odisha,Cuttack (Area 1),175,120,Industrial Emissions
Odisha,Cuttack (Area 2),172,133,Domestic Fuel
Odisha,Cuttack (Area 3),209,33,Road Dust
Odisha,Cuttack (Area 4),65,56,Industrial Emissions
Odisha,Cuttack (Area 5),156,63,Vehicle
Odisha,Cuttack (Area 6),279,116,Vehicle
Odisha,Deogarh,284,81,Domestic Fuel
Odisha,Deogarh (Area 1),190,138,Domestic Fuel
Odisha,Deogarh (Area 2),199,189,Waste Burning
Odisha,Deogarh (Area 3),185,135,Industrial Emissions
Odisha,Deogarh (Area 4),161,123,Crop Burning
Odisha,Deogarh (Area 5),270,118,Waste Burning
Odisha,Deogarh (Area 6),189,181,Crop Burning
Odisha,Dhenkanal,300,47,Industrial Emissions
Odisha,Dhenkanal (Area 1),282,140,Domestic Fuel
Odisha,Dhenkanal (Area 2),206,58,Vehicle
Odisha,Dhenkanal (Area 3),168,108,Waste Burning
Odisha,Dhenkanal (Area 4),112,65,Industrial Emissions
Odisha,Dhenkanal (Area 5),316,120,Waste Burning
Odisha,Dhenkanal (Area 6),302,89,Vehicle
Odisha,Gajapati,260,85,Waste Burning
Odisha,Gajapati (Area 1),184,116,Domestic Fuel
Odisha,Gajapati (Area 2),139,39,Domestic Fuel
Odisha,Gajapati (Area 3),227,124,Vehicle
Odisha,Gajapati (Area 4),249,184,Industrial Emissions
Odisha,Gajapati (Area 5),95,39,Crop Burning
Odisha,Gajapati (Area 6),140,36,Domestic Fuel
Odisha,Ganjam,177,159,Domestic Fuel
Odisha,Ganjam (Area 1),196,171,Industrial Emissions
Odisha,Ganjam (Area 2),253,99,Domestic Fuel
Odisha,Ganjam (Area 3),223,151,Construction Dust
Odisha,Ganjam (Area 4),36,31,Crop Burning
Odisha,Ganjam (Area 5),268,151,Road Dust
Odisha,Ganjam (Area 6),268,148,Waste Burning
Odisha,Jagatsinghapur,239,91,Crop Burning
Odisha,Jagatsinghapur (Area 1),104,41,Waste Burning
Odisha,Jagatsinghapur (Area 2),157,61,Road Dust
Odisha,Jagatsinghapur (Area 3),271,60,Industrial Emissions
Odisha,Jagatsinghapur (Area 4),190,118,Waste Burning
Odisha,Jagatsinghapur (Area 5),261,41,Industrial Emissions
Odisha,Jagatsinghapur (Area 6),262,153,Domestic Fuel
Odisha,Jajpur,219,162,Waste Burning
Odisha,Jajpur (Area 1),238,94,Domestic Fuel
Odisha,Jajpur (Area 2),135,94,Domestic Fuel
Odisha,Jajpur (Area 3),204,47,Road Dust
Odisha,Jajpur (Area 4),218,148,Vehicle
Odisha,Jajpur (Area 5),280,120,Domestic Fuel
Odisha,Jajpur (Area 6),208,66,Road Dust
Odisha,Jharsuguda,246,171,Domestic Fuel
Odisha,Jharsuguda (Area 1),173,142,Construction Dust
Odisha,Jharsuguda (Area 2),195,180,Road Dust
Odisha,Jharsuguda (Area 3),243,113,Vehicle
Odisha,Jharsuguda (Area 4),193,183,Crop Burning
Odisha,Jharsuguda (Area 5),194,54,Industrial Emissions
Odisha,Jharsuguda (Area 6),259,142,Crop Burning
Odisha,Kalahandi,146,146,Industrial Emissions
Odisha,Kalahandi (Area 1),216,164,Construction Dust
Odisha,Kalahandi (Area 2),286,81,Domestic Fuel
Odisha,Kalahandi (Area 3),159,51,Vehicle
Odisha,Kalahandi (Area 4),279,114,Crop Burning
Odisha,Kalahandi (Area 5),159,78,Domestic Fuel
Odisha,Kalahandi (Area 6),169,159,Crop Burning
Odisha,Kandhamal,209,93,Domestic Fuel
Odisha,Kandhamal (Area 1),314,49,Industrial Emissions
Odisha,Kandhamal (Area 2),280,172,Domestic Fuel
Odisha,Kandhamal (Area 3),235,156,Domestic Fuel
Odisha,Kandhamal (Area 4),232,188,Domestic Fuel
Odisha,Kandhamal (Area 5),307,113,Construction Dust
Odisha,Kandhamal (Area 6),283,176,Industrial Emissions
Odisha,Kendrapara,232,187,Vehicle
Odisha,Kendrapara (Area 1),302,180,Road Dust
Odisha,Kendrapara (Area 2),257,166,Waste Burning
Odisha,Kendrapara (Area 3),161,48,Domestic Fuel
Odisha,Kendrapara (Area 4),276,110,Vehicle
Odisha,Kendrapara (Area 5),274,73,Domestic Fuel
Odisha,Kendrapara (Area 6),187,101,Industrial Emissions
Odisha,Kendujhar (Keonjhar),301,119,Crop Burning
Odisha,Kendujhar (Keonjhar) (Area 1),198,106,Industrial Emissions
Odisha,Kendujhar (Keonjhar) (Area 2),278,60,Road Dust
Odisha,Kendujhar (Keonjhar) (Area 3),192,176,Waste Burning
Odisha,Kendujhar (Keonjhar) (Area 4),320,84,Crop Burning
Odisha,Kendujhar (Keonjhar) (Area 5),210,150,Waste Burning
Odisha,Kendujhar (Keonjhar) (Area 6),186,90,Crop Burning
Odisha,Khordha,243,69,Construction Dust
Odisha,Khordha (Area 1),237,65,Vehicle
Odisha,Khordha (Area 2),118,47,Vehicle
Odisha,Khordha (Area 3),188,156,Road Dust
Odisha,Khordha (Area 4),125,36,Crop Burning
Odisha,Khordha (Area 5),126,102,Road Dust
Odisha,Khordha (Area 6),177,165,Crop Burning
Odisha,Koraput,248,86,Construction Dust
Odisha,Koraput (Area 1),311,117,Vehicle
Odisha,Koraput (Area 2),311,34,Construction Dust
Odisha,Koraput (Area 3),224,70,Crop Burning
Odisha,Koraput (Area 4),245,154,Industrial Emissions
Odisha,Koraput (Area 5),208,183,Construction Dust
Odisha,Koraput (Area 6),126,70,Domestic Fuel
Odisha,Malkangiri,311,110,Crop Burning
Odisha,Malkangiri (Area 1),288,101,Domestic Fuel
Odisha,Malkangiri (Area 2),242,129,Domestic Fuel
Odisha,Malkangiri (Area 3),264,146,Industrial Emissions
Odisha,Malkangiri (Area 4),212,31,Road Dust
Odisha,Malkangiri (Area 5),219,157,Waste Burning
Odisha,Malkangiri (Area 6),204,85,Domestic Fuel
Odisha,Mayurbhanj,115,101,Domestic Fuel
Odisha,Mayurbhanj (Area 1),294,39,Domestic Fuel
Odisha,Mayurbhanj (Area 2),126,94,Construction Dust
Odisha,Mayurbhanj (Area 3),276,69,Domestic Fuel
Odisha,Mayurbhanj (Area 4),108,41,Crop Burning
Odisha,Mayurbhanj (Area 5),197,154,Waste Burning
Odisha,Mayurbhanj (Area 6),128,50,Waste Burning
Odisha,Nabarangpur,299,154,Road Dust
Odisha,Nabarangpur (Area 1),166,98,Road Dust
Odisha,Nabarangpur (Area 2),258,132,Industrial Emissions
Odisha,Nabarangpur (Area 3),194,89,Industrial Emissions
Odisha,Nabarangpur (Area 4),204,138,Vehicle
Odisha,Nabarangpur (Area 5),320,123,Road Dust
Odisha,Nabarangpur (Area 6),219,135,Construction Dust
Odisha,Nayagarh,296,73,Crop Burning
Odisha,Nayagarh (Area 1),172,171,Vehicle
Odisha,Nayagarh (Area 2),151,116,Construction Dust
Odisha,Nayagarh (Area 3),208,117,Industrial Emissions
Odisha,Nayagarh (Area 4),249,170,Construction Dust
Odisha,Nayagarh (Area 5),273,123,Vehicle
Odisha,Nayagarh (Area 6),263,181,Crop Burning
Odisha,Nuapada,189,185,Construction Dust
Odisha,Nuapada (Area 1),199,79,Waste Burning
Odisha,Nuapada (Area 2),313,70,Construction Dust
Odisha,Nuapada (Area 3),295,113,Construction Dust
Odisha,Nuapada (Area 4),159,145,Construction Dust
Odisha,Nuapada (Area 5),240,93,Domestic Fuel
Odisha,Nuapada (Area 6),90,90,Industrial Emissions
Odisha,Puri,222,148,Waste Burning
Odisha,Puri (Area 1),314,38,Domestic Fuel
Odisha,Puri (Area 2),290,88,Crop Burning
Odisha,Puri (Area 3),137,50,Industrial Emissions
Odisha,Puri (Area 4),275,188,Crop Burning
Odisha,Puri (Area 5),248,181,Crop Burning
Odisha,Puri (Area 6),245,37,Domestic Fuel
Odisha,Rayagada,102,34,Vehicle
Odisha,Rayagada (Area 1),135,121,Road Dust
Odisha,Rayagada (Area 2),66,44,Construction Dust
Odisha,Rayagada (Area 3),171,97,Vehicle
Odisha,Rayagada (Area 4),235,80,Domestic Fuel
Odisha,Rayagada (Area 5),220,81,Industrial Emissions
Odisha,Rayagada (Area 6),99,74,Domestic Fuel
Odisha,Sambalpur,73,57,Domestic Fuel
Odisha,Sambalpur (Area 1),169,125,Waste Burning
Odisha,Sambalpur (Area 2),319,75,Vehicle
Odisha,Sambalpur (Area 3),91,53,Crop Burning
Odisha,Sambalpur (Area 4),319,164,Industrial Emissions
Odisha,Sambalpur (Area 5),169,164,Waste Burning
Odisha,Sambalpur (Area 6),249,105,Waste Burning
Odisha,Sonepur,202,119,Domestic Fuel
Odisha,Sonepur (Area 1),196,164,Construction Dust
Odisha,Sonepur (Area 2),289,45,Domestic Fuel
Odisha,Sonepur (Area 3),123,32,Domestic Fuel
Odisha,Sonepur (Area 4),226,123,Construction Dust
Odisha,Sonepur (Area 5),197,128,Road Dust
Odisha,Sonepur (Area 6),105,72,Waste Burning
Odisha,Sundargarh,311,105,Domestic Fuel
Odisha,Sundargarh (Area 1),113,95,Industrial Emissions
Odisha,Sundargarh (Area 2),254,118,Industrial Emissions
Odisha,Sundargarh (Area 3),253,57,Crop Burning
Odisha,Sundargarh (Area 4),319,56,Road Dust
Odisha,Sundargarh (Area 5),303,87,Domestic Fuel
Odisha,Sundargarh (Area 6),220,185,Waste Burning
Puducherry (UT),Karaikal,303,135,Vehicle
Puducherry (UT),Karaikal (Area 1),152,70,Waste Burning
Puducherry (UT),Karaikal (Area 2),188,188,Vehicle
Puducherry (UT),Karaikal (Area 3),147,62,Domestic Fuel
Puducherry (UT),Karaikal (Area 4),116,75,Construction Dust
Puducherry (UT),Karaikal (Area 5),305,86,Waste Burning
Puducherry (UT),Karaikal (Area 6),166,119,Domestic Fuel
Puducherry (UT),Mahe,250,105,Waste Burning
Puducherry (UT),Mahe (Area 1),224,120,Waste Burning
Puducherry (UT),Mahe (Area 2),246,165,Road Dust
Puducherry (UT),Mahe (Area 3),301,32,Road Dust
Puducherry (UT),Mahe (Area 4),173,100,Industrial Emissions
Puducherry (UT),Mahe (Area 5),131,45,Road Dust
Puducherry (UT),Mahe (Area 6),134,49,Crop Burning
Puducherry (UT),Pondicherry,194,132,Construction Dust
Puducherry (UT),Pondicherry (Area 1),249,183,Vehicle
Puducherry (UT),Pondicherry (Area 2),188,89,Road Dust
Puducherry (UT),Pondicherry (Area 3),163,147,Crop Burning
Puducherry (UT),Pondicherry (Area 4),320,186,Crop Burning
Puducherry (UT),Pondicherry (Area 5),245,97,Domestic Fuel
Puducherry (UT),Pondicherry (Area 6),178,102,Vehicle
